Year of Birth,Sex,City,State,Zip,Residence County,License Class,Status,Privilege,Year of Expiration
1980,F,COLONIE,NY,12303,ALBANY,D,VALID,FULL,2025
1990,F,ALBANY,NY,12205,ALBANY,I,SUSPENDED,FULL,2020
1994,M,LATHAM,NY,12110,ALBANY,I,REVOKED,FULL,2021
1962,M,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2025
1962,M,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2025
1962,M,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2025
1962,M,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2025
1987,M,ALBANY,NY,12210,ALBANY,D,VALID,FULL,2019
1987,M,ALBANY,NY,12210,ALBANY,D,VALID,FULL,2019
1987,M,ALBANY,NY,12210,ALBANY,D,VALID,FULL,2019
1987,M,ALBANY,NY,12210,ALBANY,D,VALID,FULL,2019
1987,M,ALBANY,NY,12210,ALBANY,D,VALID,FULL,2019
1987,M,ALBANY,NY,12210,ALBANY,D,VALID,FULL,2019
1998,M,GLENMONT,NY,12077,ALBANY,E,VALID,FULL,2019
1964,M,MENANDS,NY,12204,ALBANY,D,VALID,FULL,2018
1964,M,MENANDS,NY,12204,ALBANY,D,VALID,FULL,2018
1946,M,WATERVLIET,NY,12189,ALBANY,BM,VALID,FULL,2019
1961,M,COLONIE,NY,12309,ALBANY,D,VALID,FULL,2018
1995,F,ALBANY,NY,12222,ALBANY,D PERMIT,VALID,FULL,2020
1995,F,ALBANY,NY,12222,ALBANY,D PERMIT,VALID,FULL,2020
1995,F,ALBANY,NY,12222,ALBANY,D PERMIT,VALID,FULL,2020
1993,M,LOUDONVILLE,NY,12211,ALBANY,D,VALID,FULL,2021
1976,M,SCHENECTADY,NY,12304,ALBANY,E,VALID,FULL,2018
1976,M,SCHENECTADY,NY,12304,ALBANY,E,VALID,FULL,2018
1946,F,LATHAM,NY,12110,ALBANY,D,SURRENDERED,FULL,2024
1980,M,ALBANY,NY,12211,ALBANY,DM,VALID,FULL,2025
1961,F,ALBANY,NY,12208,ALBANY,D,VALID,FULL,2024
1961,F,ALBANY,NY,12208,ALBANY,D,VALID,FULL,2024
1961,F,ALBANY,NY,12208,ALBANY,D,VALID,FULL,2024
1993,F,ALBANY,NY,12206,ALBANY,I,SURRENDERED,FULL,2022
1987,M,LATHAM,NY,12110,ALBANY,DM,VALID,FULL,2022
1943,M,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2017
1943,M,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2017
1943,M,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2017
1943,M,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2017
1984,F,SELKIRK,NY,12158,ALBANY,D PERMIT,VALID,FULL,2021
1984,F,SELKIRK,NY,12158,ALBANY,D PERMIT,VALID,FULL,2021
1981,M,COLONIE,NY,12205,ALBANY,I,REVOKED,FULL,2022
1954,M,COHOES,NY,12047,ALBANY,BM,VALID,FULL,2018
1996,F,LOUDONVILLE,NY,12211,ALBANY,D,VALID,FULL,2018
1958,M,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2021
1958,M,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2021
1958,M,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2021
1958,M,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2021
1958,M,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2021
1958,M,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2021
1958,M,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2021
1958,M,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2021
1958,M,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2021
1988,M,COHOES,NY,12047,ALBANY,D PERMIT,VALID,FULL,2018
1988,M,COHOES,NY,12047,ALBANY,D PERMIT,VALID,FULL,2018
1988,M,COHOES,NY,12047,ALBANY,D PERMIT,VALID,FULL,2018
1973,M,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2025
1973,M,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2025
1970,M,ALBANY,NY,12204,ALBANY,A,VALID,FULL,2020
1921,M,DELMAR,NY,12054,ALBANY,DM,VALID,FULL,2018
1921,M,DELMAR,NY,12054,ALBANY,DM,VALID,FULL,2018
1983,F,ALBANY,NY,12202,ALBANY,D PERMIT,SUSPENDED,FULL,2020
1967,M,SELKIRK,NY,12158,ALBANY,D,VALID,FULL,2025
1967,M,SELKIRK,NY,12158,ALBANY,D,VALID,FULL,2025
1967,M,SELKIRK,NY,12158,ALBANY,D,VALID,FULL,2025
1943,M,NISKAYUNA,NY,12309,ALBANY,D,VALID,FULL,2021
1958,F,WATERVLIET,NY,12189,ALBANY,I,SUSPENDED,FULL,2020
1989,M,SELKIRK,NY,12158,ALBANY,D,VALID,FULL,2022
1928,M,COLONIE,NY,12205,ALBANY,D,VALID,FULL,2017
1960,M,GLENMONT,NY,12077,ALBANY,AM,VALID,FULL,2018
1939,M,MIDDLEBURGH,NY,12122,ALBANY,BM,VALID,FULL,2020
1952,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2025
1952,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2025
1947,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2025
1947,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2025
1947,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2025
1947,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2025
1947,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2025
1947,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2025
1958,M,LOUDONVILLE,NY,12211,ALBANY,D,VALID,FULL,2019
1958,M,LOUDONVILLE,NY,12211,ALBANY,D,VALID,FULL,2019
1958,M,LOUDONVILLE,NY,12211,ALBANY,D,VALID,FULL,2019
1958,M,LOUDONVILLE,NY,12211,ALBANY,D,VALID,FULL,2019
1958,M,LOUDONVILLE,NY,12211,ALBANY,D,VALID,FULL,2019
1958,M,LOUDONVILLE,NY,12211,ALBANY,D,VALID,FULL,2019
1958,M,LOUDONVILLE,NY,12211,ALBANY,D,VALID,FULL,2019
1958,M,LOUDONVILLE,NY,12211,ALBANY,D,VALID,FULL,2019
1958,M,LOUDONVILLE,NY,12211,ALBANY,D,VALID,FULL,2019
1958,M,LOUDONVILLE,NY,12211,ALBANY,D,VALID,FULL,2019
1958,M,LOUDONVILLE,NY,12211,ALBANY,D,VALID,FULL,2019
1958,M,LOUDONVILLE,NY,12211,ALBANY,D,VALID,FULL,2019
1958,M,LOUDONVILLE,NY,12211,ALBANY,D,VALID,FULL,2019
1958,M,LOUDONVILLE,NY,12211,ALBANY,D,VALID,FULL,2019
1958,M,LOUDONVILLE,NY,12211,ALBANY,D,VALID,FULL,2019
1958,M,LOUDONVILLE,NY,12211,ALBANY,D,VALID,FULL,2019
1958,M,LOUDONVILLE,NY,12211,ALBANY,D,VALID,FULL,2019
1958,M,LOUDONVILLE,NY,12211,ALBANY,D,VALID,FULL,2019
1958,M,LOUDONVILLE,NY,12211,ALBANY,D,VALID,FULL,2019
1956,F,ALBANY,NY,12210,ALBANY,I,NONE,NONE,2021
1956,F,ALBANY,NY,12210,ALBANY,I,NONE,NONE,2021
1994,F,ALBANY,NY,12206,ALBANY,D,SUSPENDED,FULL,2017
1994,M,GLENMONT,NY,12077,ALBANY,I,NONE,NONE,2018
1994,M,GLENMONT,NY,12077,ALBANY,I,NONE,NONE,2018
1927,F,DELMAR,NY,12054,ALBANY,D,CANCELLED,FULL,2019
1994,F,ALTAMONT,NY,12009,ALBANY,D,VALID,FULL,2019
1994,F,ALTAMONT,NY,12009,ALBANY,D,VALID,FULL,2019
1994,F,ALTAMONT,NY,12009,ALBANY,D,VALID,FULL,2019
1990,M,COHOES,NY,12047,ALBANY,D,VALID,FULL,2022
1990,M,COHOES,NY,12047,ALBANY,D,VALID,FULL,2022
1990,M,COHOES,NY,12047,ALBANY,D,VALID,FULL,2022
1982,F,SOUTH WESTERLO,NY,12083,ALBANY,D,VALID,FULL,2019
1929,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2023
1966,F,ALBANY,NY,12204,ALBANY,D,VALID,FULL,2021
1962,M,ALBANY,NY,12210,ALBANY,I,REVOKED,NONE,2020
1967,M,SCHENECTADY,NY,12309,ALBANY,D,VALID,FULL,2017
1967,M,SCHENECTADY,NY,12309,ALBANY,D,VALID,FULL,2017
1967,M,SCHENECTADY,NY,12309,ALBANY,D,VALID,FULL,2017
1937,F,ALBANY,NY,12205,ALBANY,I,NONE,NONE,2024
1995,F,LATHAM,NY,12110,ALBANY,D,SUSPENDED,FULL,2024
1964,M,SCHENECTADY,NY,12303,ALBANY,DM,VALID,FULL,2025
1964,M,SCHENECTADY,NY,12303,ALBANY,DM,VALID,FULL,2025
1993,F,ALBANY,NY,12207,ALBANY,D,VALID,FULL,2021
1961,M,LATHAM,NY,12110,ALBANY,DM,VALID,FULL,2024
1955,M,ALBANY,NY,12205,ALBANY,A,VALID,FULL,2025
1970,F,NISKAYUNA,NY,12309,ALBANY,D,VALID,FULL,2025
1978,F,ALBANY,NY,12209,ALBANY,D,REVOKED,FULL,2018
1936,M,SLINGERLANDS,NY,12159,ALBANY,DM,VALID,FULL,2025
1953,M,BERNE,NY,12023,ALBANY,B,VALID,FULL,2018
1983,M,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2024
1966,F,SCHENECTADY,NY,12303,ALBANY,D,SURRENDERED,FULL,2018
1973,M,ALBANY,NY,12206,ALBANY,BM,VALID,FULL,2017
1980,F,ALBANY,NY,12206,ALBANY,D,SUSPENDED,FULL,2018
1988,F,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2021
1993,F,SO BETHLEHEM,NY,12161,ALBANY,D,VALID,FULL,2022
1984,F,BERNE,NY,12023,ALBANY,D,VALID,FULL,2023
1980,M,LATHAM,NY,12110,ALBANY,I,SURRENDERED,FULL,2021
1993,F,ALBANY,NY,12206,ALBANY,D,SUSPENDED,FULL,2024
1952,M,ALTAMONT,NY,12009,ALBANY,D,VALID,FULL,2020
1952,M,ALTAMONT,NY,12009,ALBANY,D,VALID,FULL,2020
1952,M,ALTAMONT,NY,12009,ALBANY,D,VALID,FULL,2020
1952,M,ALTAMONT,NY,12009,ALBANY,D,VALID,FULL,2020
1952,M,ALTAMONT,NY,12009,ALBANY,D,VALID,FULL,2020
1992,F,WESTERLO,NY,12193,ALBANY,D,VALID,FULL,2024
1994,M,ALBANY,NY,12208,ALBANY,D,VALID,FULL,2025
1994,M,ALBANY,NY,12208,ALBANY,D,VALID,FULL,2025
1994,M,ALBANY,NY,12208,ALBANY,D,VALID,FULL,2025
1994,M,ALBANY,NY,12208,ALBANY,D,VALID,FULL,2025
1994,M,ALBANY,NY,12208,ALBANY,D,VALID,FULL,2025
1994,M,ALBANY,NY,12208,ALBANY,D,VALID,FULL,2025
1994,M,ALBANY,NY,12208,ALBANY,D,VALID,FULL,2025
1994,M,ALBANY,NY,12208,ALBANY,D,VALID,FULL,2025
1969,M,WATERVLIET,NY,12189,ALBANY,AM,VALID,FULL,2018
1974,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2022
1974,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2022
1974,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2022
1974,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2022
1957,F,GUILDERLAND,NY,12084,ALBANY,D,VALID,FULL,2019
1957,F,GUILDERLAND,NY,12084,ALBANY,D,VALID,FULL,2019
1957,F,GUILDERLAND,NY,12084,ALBANY,D,VALID,FULL,2019
1957,F,GUILDERLAND,NY,12084,ALBANY,D,VALID,FULL,2019
1997,M,SCHENECTADY,NY,12303,ALBANY,D PERMIT,VALID,FULL,2018
1990,M,ALBANY,NY,12208,ALBANY,EM,VALID,FULL,2018
1964,M,SLINGERLANDS,NY,12159,ALBANY,E,VALID,FULL,2018
1942,M,LATHAM,NY,12110,ALBANY,I,NONE,NONE,2020
1965,M,SELKIRK,NY,12158,ALBANY,I,REVOKED,FULL,2018
1959,M,COHOES,NY,12047,ALBANY,I,REVOKED,FULL,2019
1986,M,GLENMONT,NY,12077,ALBANY,D WITH M PERMIT,VALID,FULL,2020
1962,F,MENANDS,NY,12254,ALBANY,D,VALID,FULL,2019
1980,F,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2020
1980,F,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2020
1980,F,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2020
1980,F,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2020
1980,F,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2020
1980,F,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2020
1980,F,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2020
1980,F,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2020
1980,F,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2020
1980,F,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2020
1985,F,GUILDERLAND,NY,12084,ALBANY,D,VALID,FULL,2018
1985,F,GUILDERLAND,NY,12084,ALBANY,D,VALID,FULL,2018
1985,F,GUILDERLAND,NY,12084,ALBANY,D,VALID,FULL,2018
1950,M,RENSSELAERVLLE,NY,12147,ALBANY,D,VALID,FULL,2020
1962,M,SCHENECTADY,NY,12303,ALBANY,DM,VALID,FULL,2019
1964,M,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2022
1994,F,WATERVLIET,NY,12189,ALBANY,DM,VALID,FULL,2023
1960,F,GUILDERLAND,NY,12084,ALBANY,I,NONE,NONE,2020
1960,F,GUILDERLAND,NY,12084,ALBANY,I,NONE,NONE,2020
1978,M,COHOES,NY,12407,ALBANY,D,VALID,FULL,2020
1982,F,COHOES,NY,12047,ALBANY,I,SURRENDERED,FULL,2017
1924,M,SLINGERLANDS,NY,12159,ALBANY,I,SURRENDERED,FULL,2019
1991,F,WATERVLIET,NY,12189,ALBANY,I,NONE,NONE,2018
1991,F,WATERVLIET,NY,12189,ALBANY,I,NONE,NONE,2018
1991,F,WATERVLIET,NY,12189,ALBANY,I,NONE,NONE,2018
1963,M,ALBANY,NY,12208,ALBANY,I,NONE,NONE,2024
1963,M,ALBANY,NY,12210,ALBANY,I,NONE,NONE,2020
1958,M,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2022
1967,F,ALBANY,NY,12205,ALBANY,D PERMIT,VALID,FULL,2018
1980,F,ALBANY,NY,12210,ALBANY,D PERMIT,VALID,FULL,2021
1934,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2019
1934,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2019
1934,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2019
1934,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2019
1934,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2019
1934,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2019
1934,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2019
1934,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2019
1934,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2019
1934,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2019
1934,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2019
1934,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2019
1934,F,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2019
1955,F,LATHAM,NY,12110,ALBANY,I,NONE,NONE,2022
1985,F,ALBANY,NY,12209,ALBANY,D,VALID,FULL,2018
1985,F,ALBANY,NY,12209,ALBANY,D,VALID,FULL,2018
1985,F,ALBANY,NY,12209,ALBANY,D,VALID,FULL,2018
1985,F,ALBANY,NY,12209,ALBANY,D,VALID,FULL,2018
1956,F,WATERVLIET,NY,12189,ALBANY,I,SURRENDERED,FULL,2019
1971,M,ALTAMONT,NY,12009,ALBANY,D,VALID,FULL,2025
1971,M,ALTAMONT,NY,12009,ALBANY,D,VALID,FULL,2025
1971,M,ALTAMONT,NY,12009,ALBANY,D,VALID,FULL,2025
1985,F,NEWTONVILLE,NY,12128,ALBANY,D,VALID,FULL,2022
1989,M,ALBANY,NY,12202,ALBANY,D,VALID,FULL,2021
1989,M,ALBANY,NY,12202,ALBANY,D,VALID,FULL,2021
1989,M,ALBANY,NY,12202,ALBANY,D,VALID,FULL,2021
1980,F,ALBANY,NY,12203,ALBANY,D,REVOKED,FULL,2018
1970,M,COEYMANS HOLLOW,NY,12046,ALBANY,D,VALID,FULL,2020
1970,M,COEYMANS HOLLOW,NY,12046,ALBANY,D,VALID,FULL,2020
1962,F,ALBANY,NY,12210,ALBANY,I,SUSPENDED,NONE,2020
1962,F,ALBANY,NY,12210,ALBANY,I,SUSPENDED,NONE,2020
1964,M,PRESTON HOLW,NY,12469,ALBANY,I,SUSPENDED,FULL,2019
1968,F,EAST BERNE,NY,12059,ALBANY,D PERMIT,VALID,FULL,2019
1973,M,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2019
1973,M,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2019
1973,M,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2019
1973,M,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2019
1973,M,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2019
1973,M,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2019
1973,M,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2019
1973,M,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2019
1973,M,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2019
1973,M,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2019
1973,M,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2019
1973,M,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2019
1995,M,DELMAR,NY,12054,ALBANY,I,NONE,NONE,2021
1947,M,DELMAR,NY,12054,ALBANY,I,SURRENDERED,FULL,2022
1982,M,ALBANY,NY,12206,ALBANY,E,VALID,FULL,2020
1982,M,ALBANY,NY,12206,ALBANY,E,VALID,FULL,2020
1982,M,ALBANY,NY,12206,ALBANY,E,VALID,FULL,2020
1987,M,SCHENECTADY,NY,12304,ALBANY,D,VALID,FULL,2020
1946,F,LATHAM,NY,12110,ALBANY,I,NONE,NONE,2020
1952,F,ALBANY,NY,12210,ALBANY,DM,VALID,FULL,2019
1962,F,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2019
1962,F,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2019
1962,F,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2019
1962,F,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2019
1962,F,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2019
1962,F,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2019
1962,F,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2019
1962,F,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2019
1962,F,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2019
1962,F,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2019
1962,F,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2019
1962,F,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2019
1962,F,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2019
1962,F,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2019
1962,F,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2019
1962,F,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2019
1962,F,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2019
1962,F,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2019
1962,F,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2019
1962,F,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2019
1962,F,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2019
1962,F,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2019
1962,F,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2019
1962,F,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2019
1962,F,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2019
1962,F,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2019
1962,F,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2019
1962,F,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2019
1962,F,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2019
1962,F,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2019
1962,F,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2019
1962,F,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2019
1962,F,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2019
1962,F,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2019
1962,F,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2019
1962,F,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2019
1962,F,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2019
1962,F,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2019
1962,F,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2019
1940,F,GREEN ISLAND,NY,12183,ALBANY,D,VALID,FULL,2024
1977,M,GUILDERLAND,NY,12084,ALBANY,E,VALID,FULL,2018
1994,F,ALBANY,NY,12210,ALBANY,D PERMIT,VALID,FULL,2020
1994,F,ALBANY,NY,12210,ALBANY,D PERMIT,VALID,FULL,2020
1994,F,ALBANY,NY,12210,ALBANY,D PERMIT,VALID,FULL,2020
1994,F,ALBANY,NY,12210,ALBANY,D PERMIT,VALID,FULL,2020
1994,F,ALBANY,NY,12210,ALBANY,D PERMIT,VALID,FULL,2020
1994,F,ALBANY,NY,12210,ALBANY,D PERMIT,VALID,FULL,2020
1944,F,FEURA BUSH,NY,12067,ALBANY,D,VALID,FULL,2020
1944,F,FEURA BUSH,NY,12067,ALBANY,D,VALID,FULL,2020
1944,F,FEURA BUSH,NY,12067,ALBANY,D,VALID,FULL,2020
1971,F,FEURA BUSH,NY,12067,ALBANY,D,VALID,FULL,2019
1971,F,FEURA BUSH,NY,12067,ALBANY,D,VALID,FULL,2019
1971,F,FEURA BUSH,NY,12067,ALBANY,D,VALID,FULL,2019
1989,F,SELKIRK,NY,12158,ALBANY,D,VALID,CONDITIONAL,2018
1973,F,MEDUSA,NY,12120,ALBANY,D,VALID,FULL,2021
1929,F,ALBANY,NY,12208,ALBANY,I,SURRENDERED,FULL,2023
1929,F,ALBANY,NY,12208,ALBANY,I,SURRENDERED,FULL,2023
1937,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2018
1937,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2018
1937,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2018
1937,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2018
1937,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2018
1992,M,ALBANY,NY,12208,ALBANY,D PERMIT,SUSPENDED,FULL,2020
1923,M,ALBANY,NY,12208,ALBANY,D,VALID,FULL,2018
1923,M,ALBANY,NY,12208,ALBANY,D,VALID,FULL,2018
1942,M,GLENMONT,NY,12077,ALBANY,DM,VALID,FULL,2019
1942,M,GLENMONT,NY,12077,ALBANY,DM,VALID,FULL,2019
1942,M,GLENMONT,NY,12077,ALBANY,DM,VALID,FULL,2019
1985,M,COLONIE,NY,12205,ALBANY,D,VALID,FULL,2019
1985,M,COLONIE,NY,12205,ALBANY,D,VALID,FULL,2019
1959,M,ALBANY,NY,12209,ALBANY,DM,VALID,FULL,2020
1994,M,ALBANY,NY,12205,ALBANY,D PERMIT,VALID,FULL,2021
1994,M,ALBANY,NY,12205,ALBANY,D PERMIT,VALID,FULL,2021
1941,M,ALBANY,NY,12207,ALBANY,D,SUSPENDED,FULL,2019
1971,M,LATHAM,NY,12110,ALBANY,E,VALID,FULL,2021
1970,M,LOUDONVILLE,NY,12211,ALBANY,DM,VALID,FULL,2020
1970,M,LOUDONVILLE,NY,12211,ALBANY,DM,VALID,FULL,2020
1970,M,LOUDONVILLE,NY,12211,ALBANY,DM,VALID,FULL,2020
1970,M,LOUDONVILLE,NY,12211,ALBANY,DM,VALID,FULL,2020
1984,F,ALBANY,NY,12209,ALBANY,D,VALID,FULL,2017
1961,M,ALBANY,NY,12210,ALBANY,I,REVOKED,FULL,2020
1997,F,VOORHEESVILLE,NY,12186,ALBANY,D,VALID,FULL,2020
1933,M,VOORHEESVILLE,NY,12186,ALBANY,D,VALID,FULL,2019
1933,M,VOORHEESVILLE,NY,12186,ALBANY,D,VALID,FULL,2019
1933,M,VOORHEESVILLE,NY,12186,ALBANY,D,VALID,FULL,2019
1933,M,VOORHEESVILLE,NY,12186,ALBANY,D,VALID,FULL,2019
1953,M,ALBANY,NY,12209,ALBANY,D PERMIT,VALID,FULL,2019
1978,M,ALBANY,NY,12203,ALBANY,D PERMIT,SUSPENDED,FULL,2018
1978,M,ALBANY,NY,12210,ALBANY,DM,VALID,FULL,2022
1994,M,ALBANY,NY,12209,ALBANY,I,NONE,NONE,2018
1994,M,ALBANY,NY,12209,ALBANY,I,NONE,NONE,2018
1953,M,ALBANY,NY,12202,ALBANY,D,VALID,FULL,2021
1953,M,ALBANY,NY,12202,ALBANY,D,VALID,FULL,2021
1953,M,ALBANY,NY,12202,ALBANY,D,VALID,FULL,2021
1961,M,BETHLEHEM,NY,12203,ALBANY,D,VALID,FULL,2020
1941,M,ALBANY,NY,12208,ALBANY,I,NONE,NONE,2021
1977,F,GLENMONT,NY,12077,ALBANY,D PERMIT,VALID,FULL,2021
1984,F,ALBANY,NY,12210,ALBANY,D,VALID,FULL,2021
1984,F,ALBANY,NY,12210,ALBANY,D,VALID,FULL,2021
1984,F,ALBANY,NY,12210,ALBANY,D,VALID,FULL,2021
1984,F,ALBANY,NY,12210,ALBANY,D,VALID,FULL,2021
1984,F,ALBANY,NY,12210,ALBANY,D,VALID,FULL,2021
1984,F,ALBANY,NY,12210,ALBANY,D,VALID,FULL,2021
1984,F,ALBANY,NY,12210,ALBANY,D,VALID,FULL,2021
1984,F,ALBANY,NY,12210,ALBANY,D,VALID,FULL,2021
1984,F,ALBANY,NY,12210,ALBANY,D,VALID,FULL,2021
1984,F,ALBANY,NY,12210,ALBANY,D,VALID,FULL,2021
1984,F,ALBANY,NY,12210,ALBANY,D,VALID,FULL,2021
1984,F,ALBANY,NY,12210,ALBANY,D,VALID,FULL,2021
1984,F,ALBANY,NY,12210,ALBANY,D,VALID,FULL,2021
1984,F,ALBANY,NY,12210,ALBANY,D,VALID,FULL,2021
1984,F,ALBANY,NY,12210,ALBANY,D,VALID,FULL,2021
1984,F,ALBANY,NY,12210,ALBANY,D,VALID,FULL,2021
1984,F,ALBANY,NY,12210,ALBANY,D,VALID,FULL,2021
1984,F,ALBANY,NY,12210,ALBANY,D,VALID,FULL,2021
1984,F,ALBANY,NY,12210,ALBANY,D,VALID,FULL,2021
1984,F,ALBANY,NY,12210,ALBANY,D,VALID,FULL,2021
1984,F,ALBANY,NY,12210,ALBANY,D,VALID,FULL,2021
1984,F,ALBANY,NY,12210,ALBANY,D,VALID,FULL,2021
1984,F,ALBANY,NY,12210,ALBANY,D,VALID,FULL,2021
1984,F,ALBANY,NY,12210,ALBANY,D,VALID,FULL,2021
1984,F,ALBANY,NY,12210,ALBANY,D,VALID,FULL,2021
1984,F,ALBANY,NY,12210,ALBANY,D,VALID,FULL,2021
