Year of Birth,Sex,City,State,Zip,Residence County,License Class,Status,Privilege,Year of Expiration
1984,F,ALBANY,NY,12210,ALBANY,D,VALID,FULL,2021
1984,F,ALBANY,NY,12210,ALBANY,D,VALID,FULL,2021
1984,F,ALBANY,NY,12210,ALBANY,D,VALID,FULL,2021
1984,F,ALBANY,NY,12210,ALBANY,D,VALID,FULL,2021
1923,M,ALBANY,NY,12209,ALBANY,D,VALID,FULL,2017
1996,M,PRESTON HOLW,NY,12469,ALBANY,DM,VALID,FULL,2017
1996,M,PRESTON HOLW,NY,12469,ALBANY,DM,VALID,FULL,2017
1988,M,GLENMONT,NY,12077,ALBANY,D,REVOKED,FULL,2022
1950,M,ALTAMONT,NY,12009,ALBANY,DM,VALID,FULL,2019
1950,M,ALTAMONT,NY,12009,ALBANY,DM,VALID,FULL,2019
1950,M,ALTAMONT,NY,12009,ALBANY,DM,VALID,FULL,2019
1967,M,ALBANY,NY,12209,ALBANY,D PERMIT,VALID,FULL,2021
1970,F,COEYMANS,NY,12045,ALBANY,A,VALID,FULL,2019
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1999,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2020
1951,M,LOUDONVILLE,NY,12211,ALBANY,I,NONE,NONE,2019
1974,F,ALBANY,NY,12204,ALBANY,D,VALID,FULL,2023
1974,F,ALBANY,NY,12204,ALBANY,D,VALID,FULL,2023
1975,M,SCHENECTADY,NY,12309,ALBANY,D,VALID,FULL,2025
1944,M,ALTAMONT,NY,12009,ALBANY,B,VALID,FULL,2024
1996,M,COHOES,NY,12047,ALBANY,D WITH B PERMIT,VALID,FULL,2021
1982,M,ALBANY,NY,12207,ALBANY,D,VALID,FULL,2019
1982,M,ALBANY,NY,12207,ALBANY,D,VALID,FULL,2019
1982,M,ALBANY,NY,12207,ALBANY,D,VALID,FULL,2019
1982,M,ALBANY,NY,12207,ALBANY,D,VALID,FULL,2019
1942,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2019
1942,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2019
1942,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2019
1942,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2019
1942,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2019
1942,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2019
1942,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2019
1942,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2019
1942,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2019
1942,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2019
1942,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2019
1942,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2019
1942,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2019
1942,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2019
1942,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2019
1942,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2019
1931,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2017
1931,M,DELMAR,NY,12054,ALBANY,D,VALID,FULL,2017
1977,M,WATERVLIET,NY,12189,ALBANY,AM,VALID,FULL,2020
1974,M,SLINGERLANDS,NY,12159,ALBANY,AM,VALID,FULL,2019
1942,F,ALBANY,NY,12204,ALBANY,D,VALID,FULL,2019
1942,F,ALBANY,NY,12204,ALBANY,D,VALID,FULL,2019
1942,F,ALBANY,NY,12204,ALBANY,D,VALID,FULL,2019
1942,F,ALBANY,NY,12204,ALBANY,D,VALID,FULL,2019
1942,F,ALBANY,NY,12204,ALBANY,D,VALID,FULL,2019
1962,F,COEYMANS HOLLOW,NY,12046,ALBANY,D,VALID,FULL,2020
1973,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2019
1973,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2019
1973,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2019
1973,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2019
1973,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2019
1973,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2019
1973,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2019
1973,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2019
1973,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2019
1973,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2019
1973,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2019
1973,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2019
1973,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2019
1973,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2019
1973,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2019
1973,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2019
1973,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2019
1973,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2019
1973,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2019
1973,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2019
1973,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2019
1973,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2019
1973,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2019
1973,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2019
1973,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2019
1973,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2019
1973,F,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2019
1948,M,ALBANY,NY,12206,ALBANY,D,VALID,FULL,2018
1948,M,ALBANY,NY,12206,ALBANY,D,VALID,FULL,2018
1948,M,ALBANY,NY,12206,ALBANY,D,VALID,FULL,2018
1948,M,ALBANY,NY,12206,ALBANY,D,VALID,FULL,2018
1948,M,ALBANY,NY,12206,ALBANY,D,VALID,FULL,2018
1948,M,ALBANY,NY,12206,ALBANY,D,VALID,FULL,2018
1948,M,ALBANY,NY,12206,ALBANY,D,VALID,FULL,2018
1930,F,COHOES,NY,12047,ALBANY,I,NONE,NONE,2019
1983,M,ALBANY,NY,12205,ALBANY,D,VALID,FULL,2017
1974,M,ALBANY,NY,12203,ALBANY,E,VALID,FULL,2019
1953,M,LOUDONVILLE,NY,12211,ALBANY,DM,VALID,FULL,2017
1930,F,SELKIRK,NY,12158,ALBANY,I,NONE,NONE,2020
1961,F,MENANDS,NY,12204,ALBANY,D,VALID,FULL,2024
1952,M,GLENMONT,NY,12077,ALBANY,DM,VALID,FULL,2018
1952,M,GLENMONT,NY,12077,ALBANY,DM,VALID,FULL,2018
1962,M,WESTERLO,NY,12193,ALBANY,BM,VALID,FULL,2019
1962,M,WESTERLO,NY,12193,ALBANY,BM,VALID,FULL,2019
1974,M,WESTERLO,NY,12193,ALBANY,B,VALID,FULL,2020
1942,M,DELMAR,NY,12054,ALBANY,DM,VALID,FULL,2018
1978,F,ALBANY,NY,12204,ALBANY,C,VALID,FULL,2022
1978,M,ALBANY,NY,12208,ALBANY,D,VALID,FULL,2022
1978,M,ALBANY,NY,12208,ALBANY,D,VALID,FULL,2022
1978,M,ALBANY,NY,12208,ALBANY,D,VALID,FULL,2022
1978,M,ALBANY,NY,12208,ALBANY,D,VALID,FULL,2022
1978,M,ALBANY,NY,12208,ALBANY,D,VALID,FULL,2022
1978,M,ALBANY,NY,12208,ALBANY,D,VALID,FULL,2022
1978,M,ALBANY,NY,12208,ALBANY,D,VALID,FULL,2022
1978,M,ALBANY,NY,12208,ALBANY,D,VALID,FULL,2022
1948,M,COLONIE,NY,12205,ALBANY,D,VALID,FULL,2019
1948,M,COLONIE,NY,12205,ALBANY,D,VALID,FULL,2019
1948,M,COLONIE,NY,12205,ALBANY,D,VALID,FULL,2019
1930,F,ALBANY,NY,12205,ALBANY,I,NONE,NONE,2022
1930,F,ALBANY,NY,12205,ALBANY,I,NONE,NONE,2022
1930,F,WATERVLIET,NY,12189,ALBANY,I,SURRENDERED,FULL,2024
1963,M,GLENMONT,NY,12077,ALBANY,D PERMIT,VALID,FULL,2022
1974,F,GUILDERLAND,NY,12084,ALBANY,D,VALID,FULL,2022
1976,F,ALBANY,NY,12209,ALBANY,D,VALID,FULL,2019
1976,F,ALBANY,NY,12209,ALBANY,D,VALID,FULL,2019
1976,F,ALBANY,NY,12209,ALBANY,D,VALID,FULL,2019
1968,F,COHOES,NY,12047,ALBANY,DM,VALID,FULL,2019
1968,F,COHOES,NY,12047,ALBANY,DM,VALID,FULL,2019
1994,F,ALBANY,NY,12202,ALBANY,D PERMIT,VALID,FULL,2018
1978,M,ALBANY,NY,12228,ALBANY,I,NONE,NONE,2019
1974,M,ALBANY,NY,12209,ALBANY,E WITH M PERMIT,VALID,FULL,2021
1943,F,NISKAYUNA,NY,12309,ALBANY,D,VALID,FULL,2025
1973,F,GLENMONT,NY,12077,ALBANY,D,VALID,FULL,2020
1952,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2019
1952,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2019
1952,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2019
1952,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2019
1952,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2019
1952,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2019
1952,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2019
1952,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2019
1952,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2019
1952,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2019
1952,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2019
1952,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2019
1952,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2019
1952,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2019
1952,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2019
1952,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2019
1952,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2019
1952,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2019
1952,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2019
1952,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2019
1952,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2019
1952,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2019
1952,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2019
1952,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2019
1952,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2019
1952,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2019
1952,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2019
1952,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2019
1952,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2019
1952,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2019
1952,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2019
1952,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2019
1952,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2019
1952,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2019
1952,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2019
1952,F,COHOES,NY,12047,ALBANY,D,VALID,FULL,2019
1960,F,ALBANY,NY,12211,ALBANY,D,VALID,FULL,2025
1988,M,RAVENA,NY,12143,ALBANY,DM,VALID,FULL,2025
1953,M,COEYMANS HOLLOW,NY,12046,ALBANY,D,VALID,FULL,2019
1953,M,COEYMANS HOLLOW,NY,12046,ALBANY,D,VALID,FULL,2019
1949,M,ALBANY,NY,12208,ALBANY,D,VALID,FULL,2022
1949,M,ALBANY,NY,12208,ALBANY,D,VALID,FULL,2022
1949,M,ALBANY,NY,12208,ALBANY,D,VALID,FULL,2022
1975,F,WATERVLIET,NY,12189,ALBANY,D,VALID,FULL,2020
1975,F,WATERVLIET,NY,12189,ALBANY,D,VALID,FULL,2020
1975,F,WATERVLIET,NY,12189,ALBANY,D,VALID,FULL,2020
1975,F,WATERVLIET,NY,12189,ALBANY,D,VALID,FULL,2020
1975,F,WATERVLIET,NY,12189,ALBANY,D,VALID,FULL,2020
1975,F,WATERVLIET,NY,12189,ALBANY,D,VALID,FULL,2020
1975,F,WATERVLIET,NY,12189,ALBANY,D,VALID,FULL,2020
1975,F,WATERVLIET,NY,12189,ALBANY,D,VALID,FULL,2020
1975,F,WATERVLIET,NY,12189,ALBANY,D,VALID,FULL,2020
1975,F,WATERVLIET,NY,12189,ALBANY,D,VALID,FULL,2020
1975,F,WATERVLIET,NY,12189,ALBANY,D,VALID,FULL,2020
1975,F,WATERVLIET,NY,12189,ALBANY,D,VALID,FULL,2020
1962,M,ALBANY,NY,12208,ALBANY,D,VALID,FULL,2017
1962,M,ALBANY,NY,12208,ALBANY,D,VALID,FULL,2017
1962,M,ALBANY,NY,12208,ALBANY,D,VALID,FULL,2017
1962,M,ALBANY,NY,12208,ALBANY,D,VALID,FULL,2017
1964,F,ALBANY,NY,12205,ALBANY,I,NONE,NONE,2022
1950,M,ALBANY,NY,12206,ALBANY,E,VALID,FULL,2024
1981,M,CLARKSVILLE,NY,12041,ALBANY,N,VALID,FULL,2018
1939,M,ALBANY,NY,12209,ALBANY,I,NONE,NONE,2027
1925,F,ALBANY,NY,12210,ALBANY,I,NONE,NONE,2021
1964,M,ALBANY,NY,12208,ALBANY,DM,VALID,FULL,2020
1964,M,ALBANY,NY,12208,ALBANY,DM,VALID,FULL,2020
1958,M,ALBANY,NY,12206,ALBANY,D,VALID,FULL,2022
1958,M,ALBANY,NY,12206,ALBANY,D,VALID,FULL,2022
1987,F,ALBANY,NY,12206,ALBANY,D PERMIT,VALID,FULL,2022
1993,F,BERNE,NY,12023,ALBANY,D,SUSPENDED,FULL,2022
1938,M,SLINGERLANDS,NY,12159,ALBANY,D,VALID,FULL,2022
1993,F,ALBANY,NY,12207,ALBANY,D,SUSPENDED,FULL,2023
1992,M,LATHAM,NY,12110,ALBANY,DM,VALID,FULL,2021
1992,M,LATHAM,NY,12110,ALBANY,DM,VALID,FULL,2021
1992,M,LATHAM,NY,12110,ALBANY,DM,VALID,FULL,2021
1992,M,LATHAM,NY,12110,ALBANY,DM,VALID,FULL,2021
1992,M,LATHAM,NY,12110,ALBANY,DM,VALID,FULL,2021
1992,M,LATHAM,NY,12110,ALBANY,DM,VALID,FULL,2021
1992,M,LATHAM,NY,12110,ALBANY,DM,VALID,FULL,2021
1992,M,LATHAM,NY,12110,ALBANY,DM,VALID,FULL,2021
1992,M,LATHAM,NY,12110,ALBANY,DM,VALID,FULL,2021
1992,M,LATHAM,NY,12110,ALBANY,DM,VALID,FULL,2021
1992,M,LATHAM,NY,12110,ALBANY,DM,VALID,FULL,2021
1992,M,LATHAM,NY,12110,ALBANY,DM,VALID,FULL,2021
1969,F,COHOES,NY,12047,ALBANY,DM,VALID,FULL,2018
1987,M,ALTAMONT,NY,12009,ALBANY,DM,VALID,FULL,2024
1987,M,ALTAMONT,NY,12009,ALBANY,DM,VALID,FULL,2024
1987,M,ALTAMONT,NY,12009,ALBANY,DM,VALID,FULL,2024
1960,F,COHOES,NY,12047,ALBANY,C,VALID,FULL,2019
1989,M,ALBANY,NY,12203,ALBANY,D PERMIT,VALID,FULL,2022
1976,M,GREEN ISLAND,NY,12183,ALBANY,B,VALID,FULL,2018
1963,M,ALBANY,NY,12210,ALBANY,D WITH M PERMIT,VALID,FULL,2020
1975,F,ALBANY,NY,12206,ALBANY,D,VALID,FULL,2020
1975,F,ALBANY,NY,12206,ALBANY,D,VALID,FULL,2020
1975,F,ALBANY,NY,12206,ALBANY,D,VALID,FULL,2020
1975,F,ALBANY,NY,12206,ALBANY,D,VALID,FULL,2020
1975,F,ALBANY,NY,12206,ALBANY,D,VALID,FULL,2020
1975,F,ALBANY,NY,12206,ALBANY,D,VALID,FULL,2020
1975,F,ALBANY,NY,12206,ALBANY,D,VALID,FULL,2020
1975,F,ALBANY,NY,12206,ALBANY,D,VALID,FULL,2020
1975,F,ALBANY,NY,12206,ALBANY,D,VALID,FULL,2020
1975,F,ALBANY,NY,12206,ALBANY,D,VALID,FULL,2020
1980,F,SELKIRK,NY,12158,ALBANY,I,NONE,NONE,2020
1980,F,ALBANY,NY,12210,ALBANY,I,NONE,NONE,2019
1980,F,ALBANY,NY,12210,ALBANY,I,NONE,NONE,2019
1971,M,ALBANY,NY,12203,ALBANY,AM,VALID,FULL,2024
1942,M,RENSSELAERVILLE,NY,12147,ALBANY,D,VALID,FULL,2017
1933,M,ALBANY,NY,12206,ALBANY,D,VALID,FULL,2020
1933,M,ALBANY,NY,12206,ALBANY,D,VALID,FULL,2020
1961,F,SLINGERLANDS,NY,12159,ALBANY,D,VALID,FULL,2024
1961,F,SLINGERLANDS,NY,12159,ALBANY,D,VALID,FULL,2024
1961,F,SLINGERLANDS,NY,12159,ALBANY,D,VALID,FULL,2024
1961,F,SLINGERLANDS,NY,12159,ALBANY,D,VALID,FULL,2024
1955,F,ALBANY,NY,12204,ALBANY,I,NONE,NONE,2017
1926,M,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2019
1926,M,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2019
1926,M,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2019
1926,M,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2019
1926,M,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2019
1926,M,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2019
1926,M,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2019
1988,F,ALBANY,NY,12208,ALBANY,I,NONE,NONE,2021
1988,F,ALBANY,NY,12208,ALBANY,I,NONE,NONE,2021
1988,F,ALBANY,NY,12208,ALBANY,I,NONE,NONE,2021
1988,F,ALBANY,NY,12208,ALBANY,I,NONE,NONE,2021
1983,F,ALBANY,NY,12202,ALBANY,D,VALID,FULL,2023
1983,F,ALBANY,NY,12202,ALBANY,D,VALID,FULL,2023
1983,F,ALBANY,NY,12202,ALBANY,D,VALID,FULL,2023
1983,F,ALBANY,NY,12202,ALBANY,D,VALID,FULL,2023
1983,F,ALBANY,NY,12202,ALBANY,D,VALID,FULL,2023
1983,F,ALBANY,NY,12202,ALBANY,D,VALID,FULL,2023
1983,F,ALBANY,NY,12202,ALBANY,D,VALID,FULL,2023
1983,F,ALBANY,NY,12202,ALBANY,D,VALID,FULL,2023
1983,F,ALBANY,NY,12202,ALBANY,D,VALID,FULL,2023
1983,F,ALBANY,NY,12202,ALBANY,D,VALID,FULL,2023
1995,F,ALBANY,NY,12205,ALBANY,D PERMIT,VALID,FULL,2019
1995,F,ALBANY,NY,12205,ALBANY,D PERMIT,VALID,FULL,2019
1995,F,ALBANY,NY,12205,ALBANY,D PERMIT,VALID,FULL,2019
1965,M,GUILDERLAND,NY,12084,ALBANY,D,VALID,FULL,2020
1965,M,GUILDERLAND,NY,12084,ALBANY,D,VALID,FULL,2020
1965,M,GUILDERLAND,NY,12084,ALBANY,D,VALID,FULL,2020
1965,M,GUILDERLAND,NY,12084,ALBANY,D,VALID,FULL,2020
1965,M,GUILDERLAND,NY,12084,ALBANY,D,VALID,FULL,2020
1965,M,GUILDERLAND,NY,12084,ALBANY,D,VALID,FULL,2020
1957,M,WATERVLIET,NY,12189,ALBANY,I,REVOKED,FULL,2020
1982,M,ALBANY,NY,12202,ALBANY,B,VALID,FULL,2023
1960,F,ALBANY,NY,12204,ALBANY,I,NONE,NONE,2021
1955,M,SCHENECTADY,NY,12303,ALBANY,D,VALID,FULL,2017
1964,F,NEWTONVILLE,NY,12110,ALBANY,I,REVOKED,FULL,2019
1935,M,RENSSELAERVILLE,NY,12147,ALBANY,D,VALID,FULL,2021
1949,M,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2022
1949,M,ALBANY,NY,12203,ALBANY,D,VALID,FULL,2022
1983,M,ALBANY,NY,12202,ALBANY,D WITH M PERMIT,SUSPENDED,FULL,2021
1957,F,WATERVLIET,NY,12189,ALBANY,I,REVOKED,NONE,2020
1983,F,WATERVLIET,NY,12189,ALBANY,D,VALID,FULL,2019
1983,F,WATERVLIET,NY,12189,ALBANY,D,VALID,FULL,2019
1983,F,WATERVLIET,NY,12189,ALBANY,D,VALID,FULL,2019
1983,F,WATERVLIET,NY,12189,ALBANY,D,VALID,FULL,2019
1983,F,WATERVLIET,NY,12189,ALBANY,D,VALID,FULL,2019
1983,F,WATERVLIET,NY,12189,ALBANY,D,VALID,FULL,2019
1983,F,WATERVLIET,NY,12189,ALBANY,D,VALID,FULL,2019
1983,F,WATERVLIET,NY,12189,ALBANY,D,VALID,FULL,2019
1983,F,WATERVLIET,NY,12189,ALBANY,D,VALID,FULL,2019
1983,F,WATERVLIET,NY,12189,ALBANY,D,VALID,FULL,2019
1983,F,WATERVLIET,NY,12189,ALBANY,D,VALID,FULL,2019
1961,F,TROY,NY,12183,ALBANY,D,VALID,FULL,2017
1995,M,ALBANY,NY,12222,ALBANY,D,SURRENDERED,FULL,2018
1975,F,ALBANY,NY,12208,ALBANY,D PERMIT,VALID,FULL,2018
1969,M,SCHENECTADY,NY,12303,ALBANY,DM,VALID,FULL,2018
1969,M,SCHENECTADY,NY,12303,ALBANY,DM,VALID,FULL,2018
1969,M,SCHENECTADY,NY,12303,ALBANY,DM,VALID,FULL,2018
1992,M,ALBANY,NY,12203,ALBANY,I,NONE,NONE,2020
1992,M,ALBANY,NY,12203,ALBANY,I,NONE,NONE,2020
1929,M,COHOES,NY,12047,ALBANY,I,SURRENDERED,FULL,2025
1940,F,SCHENECTADY,NY,12309,ALBANY,D,VALID,FULL,2019
1940,F,SCHENECTADY,NY,12309,ALBANY,D,VALID,FULL,2019
1940,F,SCHENECTADY,NY,12309,ALBANY,D,VALID,FULL,2019
1953,M,SCHENECTADY,NY,12304,ALBANY,D,VALID,FULL,2025
1948,M,ALBANY,NY,12208,ALBANY,I,SUSPENDED,FULL,2025
